row_id,text_no,site_code,site,source,object_code,object_type,side,line,direction_code,direction,fs80,fs_category,fs_description,level,locus,n_signs,signs_reading_order,signs_clean,doubtful_positions
0,1001,MD,Mohenjodaro,MIC vol III,1,seal,0,1,1,right-to-left,351,Animals,Uncertain animal (mostly bovine) to R.,-3,17,5,0 67 72 8 342,0 67 72 8 342,
1,1001,MD,Mohenjodaro,MIC vol III,1,seal,0,2,3,single sign,351,Animals,Uncertain animal (mostly bovine) to R.,-3,17,1,393,393,
2,1002,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-4,28,3,*373 244 0,373 244 0,1
3,1003,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,20,9,*086 55 267 99 121 72 336 89 211,86 55 267 99 121 72 336 89 211,1
4,1004,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,16,7,59 127 245 343 75 245 245,59 127 245 343 75 245 245,
5,1005,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-7,17,2,296 342,296 342,
6,1006,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,-2,16,11,233 81 99 389 65 336 89 87 155 124 169,233 81 99 389 65 336 89 87 155 124 169,
7,1007,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,17,2,*109 162,109 162,1
8,1008,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,16,8,76 402 87 59 67 336 89 211,76 402 87 59 67 336 89 211,
9,1010,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,17,6,391 99 48 171 8 342,391 99 48 171 8 342,
10,1011,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-5,25,9,267 99 67 296 9 342 17 407 169,267 99 67 296 9 342 17 407 169,
11,1012,MD,Mohenjodaro,MIC vol III,1,seal,0,1,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,25,10,150 123 51 130 149 342 150 123 387 342,150 123 51 130 149 342 150 123 387 342,
12,1012,MD,Mohenjodaro,MIC vol III,1,seal,0,2,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,25,3,28 400 404,28 400 404,
13,1013,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,16,4,51 130 149 342,51 130 149 342,
14,1014,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,-3,25,7,267 99 87 59 67 194 342,267 99 87 59 67 194 342,
15,1015,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,20,3,197 28 54,197 28 54,
16,1016,MD,Mohenjodaro,MIC vol III,1,seal,0,1,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,20,6,245 245 345 65 158 *169,245 245 345 65 158 169,6
17,1016,MD,Mohenjodaro,MIC vol III,1,seal,0,2,3,single sign,13,Animals,Unicorn to R. facing cult object.,-3,20,1,393,393,
18,1017,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,17,8,221 127 345 53 171 59 *397 0,221 127 345 53 171 59 397 0,7
19,1018,MD,Mohenjodaro,MIC vol III,1,seal,1,0,3,single sign,0,No field symbol,No Field Symbol,-2,17,1,336,336,
20,1018,MD,Mohenjodaro,MIC vol III,1,seal,2,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,17,4,17 336 189 252,17 336 189 252,
21,1019,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-5,20,5,267 99 104 59 211,267 99 104 59 211,
22,1020,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,-5,5,8,175 230 343 336 0 194 48 342,175 230 343 336 0 194 48 342,
23,1021,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-4,22,9,293 123 345 65 67 51 130 149 342,293 123 345 65 67 51 130 149 342,
24,1022,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,0,15,5,267 99 204 367 342,267 99 204 367 342,
25,1023,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-9,17,8,*267 *099 53 87 59 48 294 342,267 99 53 87 59 48 294 342,1 2
26,1024,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,20,7,293 123 343 72 65 8 342,293 123 343 72 65 8 342,
27,1025,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,25,2,112 169,112 169,
28,1026,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,-9,4,7,87 197 87 99 336 347 342,87 197 87 99 336 347 342,
29,1027,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,-5,20,8,0 *216 *123 51 130 342 48 342,0 216 123 51 130 342 48 342,2 3
30,1028,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,-4,24,6,86 381 99 48 8 342,86 381 99 48 8 342,
31,1029,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-5,17,5,293 123 344 102 402,293 123 344 102 402,
32,1030,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,0,16,6,336 89 211 97 86 15,336 89 211 97 86 15,
33,1031,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,-5,17,5,*238 267 99 104 169,238 267 99 104 169,1
34,1032,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-5,17,7,267 99 153 153 171 59 211,267 99 153 153 171 59 211,
35,1033,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-7,16,7,223 149 180 99 72 219 342,223 149 180 99 72 219 342,
36,1034,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,-3,25,3,0 244 342,0 244 342,
37,1035,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-5,18,5,219 381 99 109 162,219 381 99 109 162,
38,1036,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,29,5,76 402 68 287 267,76 402 68 287 267,
39,1037,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-1,25,4,409 96 19 391,409 96 19 391,
40,1038,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,20,3,244 17 336,244 17 336,
41,1039,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,20,6,267 99 100 155 *102 0,267 99 100 155 102 0,5
42,1040,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-4,26,4,65 249 169 342,65 249 169 342,
43,1041,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-4,20,6,293 123 343 102 59 211,293 123 343 102 59 211,
44,1042,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,17,7,34 99 72 325 296 87 342,34 99 72 325 296 87 342,
45,1043,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-5,25,3,27 297 12,27 297 12,
46,1044,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,24,3,65 53 342,65 53 342,
47,1045,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,25,2,387 14,387 14,
48,1046,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-4,24,3,311 211 176,311 211 176,
49,1047,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,22,10,54 237 175 180 99 87 59 67 216 0,54 237 175 180 99 87 59 67 216 0,
50,1048,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,18,5,150 162 100 87 60,150 162 100 87 60,
51,1049,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,25,10,387 206 252 99 67 375 51 155 347 342,387 206 252 99 67 375 51 155 347 342,
52,1050,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,17,7,409 96 19 99 171 8 342,409 96 19 99 171 8 342,
53,1051,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,17,5,106 178 254 99 163,106 178 254 99 163,
54,1052,MD,Mohenjodaro,MIC vol III,1,seal,0,1,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,17,7,175 *181 400 99 65 249 162,175 181 400 99 65 249 162,2
55,1052,MD,Mohenjodaro,MIC vol III,1,seal,0,2,3,single sign,13,Animals,Unicorn to R. facing cult object.,-3,17,1,342,342,
56,1053,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,16,4,67 72 342 139,67 72 342 139,
57,1054,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-5,20,8,253 230 89 89 267 99 106 169,253 230 89 89 267 99 106 169,
58,1055,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-5,24,3,86 397 169,86 397 169,
59,1056,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,0,1,5,249 336 75 245 245,249 336 75 245 245,
60,1057,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-9,2,5,267 99 65 342 *139,267 99 65 342 139,5
61,1058,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-8,18,7,400 396 169 99 48 193 342,400 396 169 99 48 193 342,
62,1059,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-7,27,4,284 99 *009 0,284 99 9 0,3
63,1060,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,25,7,54 28 162 100 65 347 342,54 28 162 100 65 347 342,
64,1061,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-11,16,4,391 98 336 162,391 98 336 162,
65,1065,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-4,18,9,87 28 257 99 67 70 336 89 211,87 28 257 99 67 70 336 89 211,
66,1066,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-4,20,9,210 86 99 389 60 204 108 358 342,210 86 99 389 60 204 108 358 342,
67,1067,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-10,16,5,397 51 267 402 98,397 51 267 402 98,
68,1068,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-1,26,5,171 59 336 89 211,171 59 336 89 211,
69,1069,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,16,3,28 180 402,28 180 402,
70,1070,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-5,22,3,345 28 176,345 28 176,
71,1071,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,0,1,6,261 371 59 97 114 169,261 371 59 97 114 169,
72,1072,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,25,5,215 298 9 342 1,215 298 9 342 1,
73,1073,MD,Mohenjodaro,MIC vol III,1,seal,0,0,9,no text,13,Animals,Unicorn to R. facing cult object.,-3,25,2,*104 0,104 0,1
74,1074,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-5,24,4,391 99 289 342,391 99 289 342,
75,1075,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-7,24,3,72 327 254,72 327 254,
76,1076,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-4,24,4,391 99 104 162,391 99 104 162,
77,1077,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-7,25,9,89 381 307 81 99 *067 403 87 342,89 381 307 81 99 67 403 87 342,6
78,1078,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,28,5,267 99 124 25 342,267 99 124 25 342,
79,1079,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,27,7,391 99 87 59 67 121 14,391 99 87 59 67 121 14,
80,1080,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-1,17,6,267 99 387 67 406 162,267 99 387 67 406 162,
81,1081,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,-3,24,8,*087 249 162 343 87 59 127 342,87 249 162 343 87 59 127 342,1
82,1082,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,-3,18,7,267 99 87 59 296 342 *087,267 99 87 59 296 342 87,7
83,1083,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-1,25,3,54 54 342,54 54 342,
84,1084,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-12,4,4,1 1 379 194,1 1 379 194,
85,1085,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-1,20,3,267 99 0,267 99 0,
86,1086,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,18,4,267 99 124 342,267 99 124 342,
87,1087,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,24,13,87 244 28 162 99 65 67 87 59 51 130 149 342,87 244 28 162 99 65 67 87 59 51 130 149 342,
88,1088,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-1,22,6,391 99 387 67 59 211,391 99 387 67 59 211,
89,1089,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-4,22,5,0 *059 192 347 342,0 59 192 347 342,2
90,1090,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,20,5,197 336 342 205 *060,197 336 342 205 60,5
91,1091,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,17,Animals,Unicorn (with solar symbol on neck) to R. facing cult object.,-6,24,4,267 99 102 162,267 99 102 162,
92,1092,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,17,6,28 162 343 106 287 342,28 162 343 106 287 342,
93,1093,MD,Mohenjodaro,MIC vol III,1,seal,0,1,3,single sign,11,Animals,Unicorn to R. No cult object in front.,0,1,1,67,67,
94,1093,MD,Mohenjodaro,MIC vol III,1,seal,0,2,5,doubtful,11,Animals,Unicorn to R. No cult object in front.,0,1,3,342 82 342,342 82 342,
95,1093,MD,Mohenjodaro,MIC vol III,1,seal,0,3,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,0,1,2,347 342,347 342,
96,1094,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-8,24,7,267 99 171 59 336 89 211,267 99 171 59 336 89 211,
97,1095,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-1,25,5,150 123 70 389 342,150 123 70 389 342,
98,1096,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,0,18,5,267 99 67 216 254,267 99 67 216 254,
99,1097,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,17,6,*086 267 99 67 348 342,86 267 99 67 348 342,1
100,1098,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,28,5,267 99 65 347 342,267 99 65 347 342,
101,1099,MD,Mohenjodaro,MIC vol III,1,seal,0,1,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,20,6,*050 403 343 194 8 342,50 403 343 194 8 342,1
102,1099,MD,Mohenjodaro,MIC vol III,1,seal,0,2,3,single sign,13,Animals,Unicorn to R. facing cult object.,-2,20,1,266,266,
103,1100,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-10,3,5,150 123 293 51 342,150 123 293 51 342,
104,1101,MD,Mohenjodaro,MIC vol III,1,seal,0,1,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,24,4,17 51 245 245,17 51 245 245,
105,1101,MD,Mohenjodaro,MIC vol III,1,seal,0,2,2,left-to-right,13,Animals,Unicorn to R. facing cult object.,-3,24,2,186 149,186 149,
106,1102,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,0,17,2,133 150,133 150,
107,1103,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,0,16,4,267 402 59 211,267 402 59 211,
108,1104,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-5,20,8,267 99 387 72 336 89 348 342,267 99 387 72 336 89 348 342,
109,1105,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,3,8,391 99 121 389 59 336 89 211,391 99 121 389 59 336 89 211,
110,1106,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,17,5,150 123 86 343 319,150 123 86 343 319,
111,1107,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-7,27,5,47 343 72 53 342,47 343 72 53 342,
112,1108,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,25,6,293 402 97 67 349 342,293 402 97 67 349 342,
113,1109,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-1,28,6,391 97 65 67 342 1,391 97 65 67 342 1,
114,1110,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,17,8,391 216 53 125 59 391 176 176,391 216 53 125 59 391 176 176,
115,1111,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,-6,4,5,0 387 17 261 139,0 387 17 261 139,
116,1112,MD,Mohenjodaro,MIC vol III,1,seal,0,1,1,right-to-left,14,Animals,Unicorn to L. facing cult object.,0,27,4,0 *059 342 1,0 59 342 1,2
117,1112,MD,Mohenjodaro,MIC vol III,1,seal,0,2,1,right-to-left,14,Animals,Unicorn to L. facing cult object.,0,27,3,0 336 *275,0 336 275,3
118,1113,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,25,6,94 123 124 112 197 342,94 123 124 112 197 342,
119,1114,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,17,6,391 99 87 59 296 342,391 99 87 59 296 342,
120,1115,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,28,6,267 99 336 51 342 1,267 99 336 51 342 1,
121,1116,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,2,5,102 17 8 342 176,102 17 8 342 176,
122,1117,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,-7,20,4,173 59 2 12,173 59 2 12,
123,1118,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-8,3,4,286 25 176 342,286 25 176 342,
124,1119,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,20,5,48 342 65 342 224,48 342 65 342 224,
125,1120,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,0,18,4,87 59 296 342,87 59 296 342,
126,1121,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,20,5,245 53 99 175 12,245 53 99 175 12,
127,1122,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-5,26,5,242 342 98 292 342,242 342 98 292 342,
128,1123,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,18,3,204 110 342,204 110 342,
129,1125,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-5,27,4,48 342 375 60,48 342 375 60,
130,1126,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-7,17,6,391 99 387 87 326 342,391 99 387 87 326 342,
131,1127,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,17,4,267 99 124 12,267 99 124 12,
132,1128,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-11,22,3,331 162 402,331 162 402,
133,1129,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-1,28,4,215 287 102 15,215 287 102 15,
134,1130,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,20,6,164 125 59 253 230 342,164 125 59 253 230 342,
135,1131,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-5,20,4,267 99 106 162,267 99 106 162,
136,1132,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-4,26,3,252 387 15,252 387 15,
137,1133,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-4,24,2,104 *162,104 162,2
138,1134,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,0,28,5,391 123 59 53 342,391 123 59 53 342,
139,1135,MD,Mohenjodaro,MIC vol III,1,seal,0,1,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,0,18,3,75 53 176,75 53 176,
140,1135,MD,Mohenjodaro,MIC vol III,1,seal,0,2,3,single sign,13,Animals,Unicorn to R. facing cult object.,0,18,1,374,374,
141,1136,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-4,25,3,216 123 139,216 123 139,
142,1137,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,351,Animals,Uncertain animal (mostly bovine) to R.,-18,20,4,0 67 8 342,0 67 8 342,
143,1138,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,-3,17,3,0 *081 176,0 81 176,2
144,1139,MD,Mohenjodaro,MIC vol III,1,seal,0,1,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,17,7,197 400 99 175 230 53 343,197 400 99 175 230 53 343,
145,1139,MD,Mohenjodaro,MIC vol III,1,seal,0,2,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,17,3,244 342 282,244 342 282,
146,1140,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,-7,24,6,293 123 343 136 193 342,293 123 343 136 193 342,
147,1141,MD,Mohenjodaro,MIC vol III,1,seal,0,0,9,no text,13,Animals,Unicorn to R. facing cult object.,-6,16,2,86 0,86 0,
148,1142,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-2,24,8,28 336 182 99 387 72 348 342,28 336 182 99 387 72 348 342,
149,1143,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,11,Animals,Unicorn to R. No cult object in front.,0,18,4,267 99 104 162,267 99 104 162,
150,1144,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-6,18,4,0 97 78 267,0 97 78 267,
151,1145,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,351,Animals,Uncertain animal (mostly bovine) to R.,-3,24,6,293 123 344 336 347 342,293 123 344 336 347 342,
152,1146,MD,Mohenjodaro,MIC vol III,1,seal,0,0,1,right-to-left,13,Animals,Unicorn to R. facing cult object.,-3,28,7,267 99 112 194 403 87 342,267 99 112 194 403 87 342,
